Analog Data (All Points),,,,,,
"Memphis TN, City of - Gayoso+Pump+Station",,,,,,
6 Oct 2025 - 11 Oct 2025,,,,,,

,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
Date/Time,Flow Rate (GPM),Wet Well Level (Feet),Wet Well Level - Sea Level (Feet),Pump 1 Effluent Flow (GPM),Pump 2 Effluent Flow (GPM),Pump 3 Effluent Flow (GPM)
9 Oct 2025 12:48:28 PM,"10,795",13.74,208.63,-13,"10,604",-13
9 Oct 2025 12:46:28 PM,"10,604",13.74,208.63,-13,"10,550",-13
9 Oct 2025 12:44:28 PM,"10,859",13.74,208.70,-13,"10,872",-13
9 Oct 2025 12:42:28 PM,"11,114",13.96,208.70,-13,"11,007",-13
9 Oct 2025 12:40:28 PM,"11,369",13.89,208.70,-13,"11,302",-13
9 Oct 2025 12:38:28 PM,"11,369",13.96,208.78,-13,"11,222",-13
9 Oct 2025 12:36:28 PM,"11,178",13.96,208.78,-13,"11,087",-13
9 Oct 2025 12:34:28 PM,"11,432",14.03,208.85,-13,"11,356",-13
9 Oct 2025 12:32:28 PM,"11,432",13.96,208.85,-13,"11,464",-13
9 Oct 2025 12:30:28 PM,"11,687",13.96,208.85,-13,"11,544",-13
9 Oct 2025 12:28:28 PM,"11,814",14.03,208.92,-13,"11,679",-13
9 Oct 2025 12:26:28 PM,"11,942",14.03,208.92,-13,"11,894",-13
9 Oct 2025 12:24:28 PM,"11,814",14.18,208.99,-13,"11,706",-13
9 Oct 2025 12:22:28 PM,"11,878",14.18,208.99,-13,"11,867",-13
9 Oct 2025 12:20:28 PM,"12,133",14.18,209.06,-13,"12,082",-13
9 Oct 2025 12:18:28 PM,"12,133",14.26,209.06,-13,"11,947",-13
9 Oct 2025 12:16:28 PM,"12,324",14.26,209.14,-13,"12,162",-13
9 Oct 2025 12:14:28 PM,"12,388",14.26,209.14,-13,"12,351",-13
9 Oct 2025 12:12:28 PM,"12,069",14.26,209.14,-13,"12,028",-13
9 Oct 2025 12:10:28 PM,"12,133",14.26,209.06,-13,"11,974",-13
9 Oct 2025 12:08:28 PM,"12,133",14.18,208.99,-13,"11,947",-13
9 Oct 2025 12:06:28 PM,"12,069",14.18,208.99,-13,"11,921",-13
9 Oct 2025 12:04:28 PM,"11,878",14.48,209.28,-13,"11,491",-13
9 Oct 2025 12:04:07 PM,-287,14.55,209.50,-13,-13,-13
9 Oct 2025 12:03:57 PM,-287,14.55,209.50,-13,-13,-13
9 Oct 2025 12:02:28 PM,-223,14.62,209.42,-13,-13,-13
9 Oct 2025 12:00:28 PM,-287,14.55,209.42,-13,-13,-13
9 Oct 2025 11:58:28 AM,-287,14.55,209.35,-13,-13,-13
9 Oct 2025 11:56:28 AM,-287,14.55,209.35,-13,-13,-13
9 Oct 2025 11:54:28 AM,-223,14.55,209.35,-13,-13,-13
9 Oct 2025 11:52:28 AM,-287,14.33,209.28,-13,-13,-13
9 Oct 2025 11:50:28 AM,-159,14.33,209.21,-13,-13,-13
9 Oct 2025 11:48:28 AM,-287,14.26,209.14,-13,-13,-13
9 Oct 2025 11:46:28 AM,-223,14.18,208.99,-13,-13,-13
9 Oct 2025 11:44:28 AM,-223,14.03,208.85,-13,-13,-13
9 Oct 2025 11:42:28 AM,-287,13.96,208.85,-13,-13,-13
9 Oct 2025 11:40:28 AM,-223,14.18,208.99,-13,-13,-13
9 Oct 2025 11:38:28 AM,-223,14.26,209.14,-13,-13,-13
9 Oct 2025 11:36:28 AM,-287,14.33,209.21,-13,-13,-13
9 Oct 2025 11:34:28 AM,-223,13.96,208.78,-13,-13,-13
9 Oct 2025 11:33:59 AM,"2,070",13.67,208.56,"1,814",-13,-13
9 Oct 2025 11:32:28 AM,"11,623",13.67,208.49,"11,464",-13,-13
9 Oct 2025 11:30:28 AM,"11,687",13.67,208.49,"11,571",-13,-13
9 Oct 2025 11:28:28 AM,"11,687",13.67,208.56,"11,625",-13,-13
9 Oct 2025 11:26:28 AM,"11,942",13.74,208.56,"11,813",-13,-13
9 Oct 2025 11:24:28 AM,"12,069",13.89,208.63,"11,921",-13,-13
9 Oct 2025 11:22:28 AM,"12,069",13.74,208.63,"11,974",-13,-13
9 Oct 2025 11:20:28 AM,"12,133",13.89,208.70,"12,001",-13,-13
9 Oct 2025 11:18:28 AM,"12,197",13.96,208.78,"12,136",-13,-13
9 Oct 2025 11:16:28 AM,"12,451",13.89,208.78,"12,351",-13,-13
9 Oct 2025 11:14:28 AM,"12,451",14.03,208.85,"12,324",-13,-13
9 Oct 2025 11:12:28 AM,"12,706",13.96,208.85,"12,673",-13,-13
9 Oct 2025 11:10:28 AM,"13,025",13.96,208.92,"12,942",-13,-13
9 Oct 2025 11:08:28 AM,"12,961",14.18,208.99,"12,834",-13,-13
9 Oct 2025 11:06:28 AM,"13,152",14.18,208.99,"12,996",-13,-13
9 Oct 2025 11:04:28 AM,"13,216",14.18,209.06,"13,049",-13,-13
9 Oct 2025 11:02:28 AM,"13,152",14.18,209.06,"12,942",-13,-13
9 Oct 2025 11:00:28 AM,"13,152",14.18,208.99,"12,969",-13,-13
9 Oct 2025 10:58:28 AM,"12,961",14.03,208.92,"12,808",-13,-13
9 Oct 2025 10:56:28 AM,"12,961",14.03,208.92,"12,834",-13,-13
9 Oct 2025 10:54:28 AM,"12,069",14.48,209.28,"12,001",-13,-13
9 Oct 2025 10:54:00 AM,-287,14.62,209.50,-13,-13,-13
9 Oct 2025 10:52:28 AM,-287,14.55,209.42,-13,-13,-13
9 Oct 2025 10:50:28 AM,-223,14.48,209.35,-13,-13,-13
9 Oct 2025 10:48:28 AM,-287,14.48,209.35,-13,-13,-13
9 Oct 2025 10:46:28 AM,-223,14.55,209.28,-13,-13,-13
9 Oct 2025 10:44:28 AM,-287,14.48,209.28,-13,-13,-13
9 Oct 2025 10:42:28 AM,-223,14.48,209.28,-13,-13,-13
9 Oct 2025 10:40:28 AM,-287,14.33,209.21,-13,-13,-13
9 Oct 2025 10:38:28 AM,-287,14.26,209.14,-13,-13,-13
9 Oct 2025 10:36:28 AM,-223,14.18,208.99,-13,-13,-13
9 Oct 2025 10:34:28 AM,-287,14.03,208.85,-13,-13,-13
9 Oct 2025 10:32:28 AM,-223,13.96,208.78,-13,-13,-13
9 Oct 2025 10:30:28 AM,-159,14.03,208.85,-13,-13,-13
9 Oct 2025 10:28:28 AM,-223,14.18,208.99,-13,-13,-13
9 Oct 2025 10:26:28 AM,-223,14.26,209.14,-13,-13,-13
9 Oct 2025 10:24:28 AM,-287,14.03,208.99,-13,-13,-13
9 Oct 2025 10:22:46 AM,"2,197",13.52,208.56,-13,-13,"1,949"
9 Oct 2025 10:22:28 AM,"10,541",13.67,208.49,-13,-13,"10,442"
9 Oct 2025 10:20:28 AM,"10,732",13.52,208.49,-13,-13,"10,604"
9 Oct 2025 10:18:28 AM,"10,859",13.67,208.56,-13,-13,"10,792"
9 Oct 2025 10:16:28 AM,"11,050",13.74,208.56,-13,-13,"10,899"
9 Oct 2025 10:14:28 AM,"11,050",13.89,208.56,-13,-13,"10,872"
9 Oct 2025 10:12:28 AM,"11,114",13.89,208.63,-13,-13,"10,953"
9 Oct 2025 10:10:28 AM,"11,178",13.74,208.63,-13,-13,"11,087"
9 Oct 2025 10:08:28 AM,"11,369",13.89,208.70,-13,-13,"11,249"
9 Oct 2025 10:06:28 AM,"11,560",13.96,208.70,-13,-13,"11,410"
9 Oct 2025 10:04:28 AM,"11,623",13.89,208.78,-13,-13,"11,517"
9 Oct 2025 10:02:28 AM,"11,687",13.96,208.78,-13,-13,"11,517"
9 Oct 2025 10:00:28 AM,"11,687",13.96,208.78,-13,-13,"11,679"
9 Oct 2025 09:58:28 AM,"11,878",13.96,208.85,-13,-13,"11,786"
9 Oct 2025 09:56:28 AM,"12,133",14.03,208.92,-13,-13,"12,028"
9 Oct 2025 09:54:28 AM,"12,324",14.18,208.92,-13,-13,"12,189"
9 Oct 2025 09:52:28 AM,"12,579",14.18,208.99,-13,-13,"12,404"
9 Oct 2025 09:50:28 AM,"12,642",14.18,208.99,-13,-13,"12,539"
9 Oct 2025 09:48:28 AM,"12,770",14.18,209.06,-13,-13,"12,673"
9 Oct 2025 09:46:28 AM,"12,770",14.26,209.06,-13,-13,"12,700"
9 Oct 2025 09:44:28 AM,"12,961",14.26,209.06,-13,-13,"12,781"
9 Oct 2025 09:42:28 AM,"12,897",14.18,209.06,-13,-13,"12,834"
9 Oct 2025 09:40:28 AM,"12,706",14.18,208.99,-13,-13,"12,593"
9 Oct 2025 09:38:28 AM,"12,642",14.03,208.92,-13,-13,"12,512"
9 Oct 2025 09:36:28 AM,"13,152",14.18,208.99,-13,-13,"12,969"
9 Oct 2025 09:35:02 AM,-223,14.62,209.50,-13,-13,-13
9 Oct 2025 09:34:28 AM,-287,14.62,209.42,-13,-13,-13
9 Oct 2025 09:32:28 AM,-223,14.62,209.42,-13,-13,-13
9 Oct 2025 09:30:28 AM,-287,14.48,209.35,-13,-13,-13
9 Oct 2025 09:28:28 AM,-287,14.55,209.35,-13,-13,-13
