,,\I-0300A.UNIT1@NET1\,\I-5005A.UNIT1@NET1\,\FI-405/415.UNIT1@NET1\
Date,,VALUE(\I-0300A.UNIT1@NET1\),VALUE(\I-5005A.UNIT1@NET1\),VALUE(\FI-405/415.UNIT1@NET1\)
5/31/2025,2025-05-31T00:00:00,183.113678,109.1610031,78.53958893
5/31/2025,2025-05-31T01:00:00,183.0922546,106.7424927,78.41178894
5/31/2025,2025-05-31T02:00:00,183.100174,109.2069397,80
5/31/2025,2025-05-31T03:00:00,183.0798187,105.8953781,79.74753571
5/31/2025,2025-05-31T04:00:00,183.011322,98.11782074,74.15251923
5/31/2025,2025-05-31T05:00:00,182.9895172,95.39958954,71.57315063
5/31/2025,2025-05-31T06:00:00,182.96492,93.29101563,69.78434753
5/31/2025,2025-05-31T07:00:00,182.9562683,91.88495636,66.84622192
5/31/2025,2025-05-31T08:00:00,182.9163208,89.69495392,64.66157532
5/31/2025,2025-05-31T09:00:00,182.9114227,86.58792877,60.15291977
5/31/2025,2025-05-31T10:00:00,182.9005585,90.2213974,62.17943192
5/31/2025,2025-05-31T11:00:00,182.9215698,88.4245224,62.55111694
5/31/2025,2025-05-31T12:00:00,182.9727783,91.81790924,63.05529404
5/31/2025,2025-05-31T13:00:00,182.9679108,94.13558197,64.47590637
5/31/2025,2025-05-31T14:00:00,182.9818268,93.62754822,67.62216949
5/31/2025,2025-05-31T15:00:00,182.9848785,95.90531921,65.49892426
5/31/2025,2025-05-31T16:00:00,183.0166931,100.2610474,70.99655914
5/31/2025,2025-05-31T17:00:00,183.0302124,98.93414307,71.96047974
5/31/2025,2025-05-31T18:00:00,183.0579224,102.4781265,73.89845276
5/31/2025,2025-05-31T19:00:00,183.1202545,109.4915771,77.08227539
5/31/2025,2025-05-31T20:00:00,183.0496368,103.1566315,79.2146225
5/31/2025,2025-05-31T21:00:00,183.0506897,104.1346207,75.5
5/31/2025,2025-05-31T22:00:00,183.0929871,106.8395615,77.09063721
5/31/2025,2025-05-31T23:00:00,183.0635681,105.3617935,77.51630402
6/1/2025,2025-06-01T00:00:00,183.0865631,105.5649109,78
6/1/2025,2025-06-01T01:00:00,183.0948944,108.7466736,78.515625
6/1/2025,2025-06-01T02:00:00,183.000351,98.85366058,75.24742126
6/1/2025,2025-06-01T03:00:00,182.9790039,99.60559845,71.88287354
6/1/2025,2025-06-01T04:00:00,183.0244446,100.0881119,73.25
6/1/2025,2025-06-01T05:00:00,182.9342804,92.41268921,71.08333588
6/1/2025,2025-06-01T06:00:00,182.8719635,86.77546692,67.26056671
6/1/2025,2025-06-01T07:00:00,182.9321289,89.1962204,62.24956894
6/1/2025,2025-06-01T08:00:00,182.9129333,89.64170837,64.11424255
6/1/2025,2025-06-01T09:00:00,182.9181213,85.62470245,60.989048
6/1/2025,2025-06-01T10:00:00,182.9170074,84.23977661,61.30271149
6/1/2025,2025-06-01T11:00:00,182.8951721,83.37876892,59.43265915
6/1/2025,2025-06-01T12:00:00,182.9429932,84.20624542,59.60585022
6/1/2025,2025-06-01T13:00:00,182.9366455,91.14618683,62.01957703
6/1/2025,2025-06-01T14:00:00,182.9669037,94.14577484,65.23840332
6/1/2025,2025-06-01T15:00:00,182.971817,97.02429962,66.11445618
6/1/2025,2025-06-01T16:00:00,183.0339661,101.0948486,70.41881561
6/1/2025,2025-06-01T17:00:00,182.9797363,93.35341644,69.52448273
6/1/2025,2025-06-01T18:00:00,183.0039215,98.79144287,70.29151917
6/1/2025,2025-06-01T19:00:00,183.003479,99.24703979,70.60713959
6/1/2025,2025-06-01T20:00:00,183.0564423,100.2923737,72.64922333
6/1/2025,2025-06-01T21:00:00,183.0297089,101.1773834,73.55981445
6/1/2025,2025-06-01T22:00:00,183.0017395,97.87745667,73.8557663
6/1/2025,2025-06-01T23:00:00,183.0211945,99.70106506,72.90126801
6/2/2025,2025-06-02T00:00:00,183.0197754,99.79344177,73.60695648
6/2/2025,2025-06-02T01:00:00,183.0373383,101.0169983,73.69871521
6/2/2025,2025-06-02T02:00:00,183.0489655,99.83278656,74.91280365
6/2/2025,2025-06-02T03:00:00,182.9341431,90.77449799,70.4750824
6/2/2025,2025-06-02T04:00:00,183.0048065,96.14237213,69.67168427
6/2/2025,2025-06-02T05:00:00,182.9404755,90.15659332,68.07911682
6/2/2025,2025-06-02T06:00:00,182.934967,90.35681152,66.21885681
6/2/2025,2025-06-02T07:00:00,182.8903503,82.29569244,61.37774277
6/2/2025,2025-06-02T08:00:00,182.8992615,82.12152863,57.78528214
6/2/2025,2025-06-02T09:00:00,182.9126892,83.99581909,58.33283234
6/2/2025,2025-06-02T10:00:00,182.9025879,81.41234589,59.3428421
6/2/2025,2025-06-02T11:00:00,182.8843842,86.65200806,59.80681992
6/2/2025,2025-06-02T12:00:00,182.9538116,90.61720276,60.51721191
6/2/2025,2025-06-02T13:00:00,182.9402008,92.84553528,63.61675644
6/2/2025,2025-06-02T14:00:00,182.9904022,95.649086,67.70370483
6/2/2025,2025-06-02T15:00:00,183.0005493,96.72202301,69.04510498
6/2/2025,2025-06-02T16:00:00,183.03685,101.137146,71.75
6/2/2025,2025-06-02T17:00:00,183.006958,99.58149719,71.72026825
6/2/2025,2025-06-02T18:00:00,182.9560852,93.11666107,71.34160614
6/2/2025,2025-06-02T19:00:00,183.0051117,96.69548798,69.75
6/2/2025,2025-06-02T20:00:00,183.0339508,100.3342133,71.77921295
6/2/2025,2025-06-02T21:00:00,183.0019226,98.06023407,70.42383575
6/2/2025,2025-06-02T22:00:00,183.0344391,100.7961426,74.01724243
6/2/2025,2025-06-02T23:00:00,182.9849548,98.92778015,74.56357574
6/3/2025,2025-06-03T00:00:00,183.0128021,98.22727203,74.09375
6/3/2025,2025-06-03T01:00:00,183.0171814,101.701416,73.7414093
6/3/2025,2025-06-03T02:00:00,183.0270233,101.0248032,76.13710022
6/3/2025,2025-06-03T03:00:00,183.0106201,98.51680756,72.1153183
6/3/2025,2025-06-03T04:00:00,182.8972626,86.99996948,69.17667389
6/3/2025,2025-06-03T05:00:00,182.9361572,90.07172394,66.44901276
6/3/2025,2025-06-03T06:00:00,182.9077301,89.45850372,66.73846436
6/3/2025,2025-06-03T07:00:00,182.8775787,85.42195892,62.114048
6/3/2025,2025-06-03T08:00:00,182.8418884,80.76519775,61.60316086
6/3/2025,2025-06-03T09:00:00,182.8550415,83.87947083,56.75
6/3/2025,2025-06-03T10:00:00,182.9124603,82.7978363,58.51183319
6/3/2025,2025-06-03T11:00:00,182.9045715,85.11446381,62.04477692
6/3/2025,2025-06-03T12:00:00,182.9369049,90.39209747,64.0290451
6/3/2025,2025-06-03T13:00:00,182.9559937,94.39338684,66.05793762
6/3/2025,2025-06-03T14:00:00,182.9373169,92.7963028,68.92791748
6/3/2025,2025-06-03T15:00:00,182.9381409,94.54322815,66.27701569
6/3/2025,2025-06-03T16:00:00,182.9534454,94.37644958,69.57163239
6/3/2025,2025-06-03T17:00:00,182.9587402,94.09420776,67.09875488
6/3/2025,2025-06-03T18:00:00,183.0037384,96.83642578,71.51448059
6/3/2025,2025-06-03T19:00:00,182.9365692,92.77806854,70
6/3/2025,2025-06-03T20:00:00,182.9750824,95.9322052,70.5
6/3/2025,2025-06-03T21:00:00,182.9893646,97.58777618,71.89690399
6/3/2025,2025-06-03T22:00:00,183.0116425,99.54522705,73.88831329
6/3/2025,2025-06-03T23:00:00,183.0260773,100.8851929,72.54690552
6/4/2025,2025-06-04T00:00:00,183.0568695,104.9868851,77.75
6/4/2025,2025-06-04T01:00:00,183.0174408,99.93556976,72.5
6/4/2025,2025-06-04T02:00:00,183.0013733,98.14402008,74.95360565
6/4/2025,2025-06-04T03:00:00,182.986145,96.71518707,72.37478638
6/4/2025,2025-06-04T04:00:00,182.9683838,93.02786255,71.43216705
6/4/2025,2025-06-04T05:00:00,182.8721008,81.90154266,65.06357574
6/4/2025,2025-06-04T06:00:00,182.9082489,90.12709808,65.49375916
6/4/2025,2025-06-04T07:00:00,182.8647766,84.3976059,59.51549149
6/4/2025,2025-06-04T08:00:00,182.8817139,83.58306885,60.25
6/4/2025,2025-06-04T09:00:00,182.8641357,85.51023865,58.83756638
6/4/2025,2025-06-04T10:00:00,182.8868408,84.34305573,59.25
6/4/2025,2025-06-04T11:00:00,182.9111938,87.34653473,59.07508469
6/4/2025,2025-06-04T12:00:00,182.950882,93.00315857,61.04367447
6/4/2025,2025-06-04T13:00:00,182.8646698,83.55625153,61.94124603
6/4/2025,2025-06-04T14:00:00,182.9296417,88.90861511,61.8795166
6/4/2025,2025-06-04T15:00:00,182.9185486,93.01202393,63.60051727
6/4/2025,2025-06-04T16:00:00,182.9504852,93.72452545,65.78098297
6/4/2025,2025-06-04T17:00:00,182.981308,94.03438568,65.98622894
6/4/2025,2025-06-04T18:00:00,182.9878998,95.60778046,67.68883514
6/4/2025,2025-06-04T19:00:00,182.8945923,84.80324554,64.45180511
6/4/2025,2025-06-04T20:00:00,182.9459991,93.06573486,66.33713531
6/4/2025,2025-06-04T21:00:00,182.9698334,96.80461121,66.16365814
6/4/2025,2025-06-04T22:00:00,182.9720001,95.64693451,67.62010956
6/4/2025,2025-06-04T23:00:00,182.980957,97.18323517,68.02921295
6/5/2025,2025-06-05T00:00:00,182.92836,90.74694061,68.78227234
6/5/2025,2025-06-05T01:00:00,182.9634552,94.10284424,66.6539917
6/5/2025,2025-06-05T02:00:00,182.9701996,94.73330688,68.29789734
6/5/2025,2025-06-05T03:00:00,182.9513397,90.07344818,66.32357788
6/5/2025,2025-06-05T04:00:00,182.8633575,83.98439789,63.35136414
6/5/2025,2025-06-05T05:00:00,182.8806152,86.31548309,61.93814468
6/5/2025,2025-06-05T06:00:00,182.8586426,79.7928772,57.38144302
6/5/2025,2025-06-05T07:00:00,182.8325195,79.04247284,55.125
6/5/2025,2025-06-05T08:00:00,182.8343506,79.21700287,55.32603073
6/5/2025,2025-06-05T09:00:00,182.8764191,82.07977295,56.33132553
6/5/2025,2025-06-05T10:00:00,182.921402,86.72402954,61.10869598
6/5/2025,2025-06-05T11:00:00,182.8723907,84.10978699,59.63131332
6/5/2025,2025-06-05T12:00:00,182.9026794,90.83322144,60.93136978
6/5/2025,2025-06-05T13:00:00,182.9225769,91.20951843,62.73537064
6/5/2025,2025-06-05T14:00:00,182.9255219,92.22225189,64.67383575
6/5/2025,2025-06-05T15:00:00,182.9672089,95.49798584,64.12179565
6/5/2025,2025-06-05T16:00:00,182.9638977,94.8312912,65.6843338
6/5/2025,2025-06-05T17:00:00,182.8776855,87.03140259,63.26932907
6/5/2025,2025-06-05T18:00:00,182.9297028,91.33035278,62.57582092
6/5/2025,2025-06-05T19:00:00,182.9432373,91.88079834,63.74828339
6/5/2025,2025-06-05T20:00:00,182.9469604,93.20083618,63.14027405
6/5/2025,2025-06-05T21:00:00,182.9819336,95.96762085,65.70847321
6/5/2025,2025-06-05T22:00:00,183.0111847,99.89707947,68.5354538
6/5/2025,2025-06-05T23:00:00,182.9359131,92.2971344,68.37210846
6/6/2025,2025-06-06T00:00:00,182.974762,95.97623444,67
6/6/2025,2025-06-06T01:00:00,183.0000916,96.80873108,68.59681702
6/6/2025,2025-06-06T02:00:00,182.9451447,94.81690216,68.30249786
6/6/2025,2025-06-06T03:00:00,182.9484406,92.39641571,65.88554382
6/6/2025,2025-06-06T04:00:00,182.8999939,82.46058655,61.83799362
6/6/2025,2025-06-06T05:00:00,182.8961182,84.80665588,59.47159958
6/6/2025,2025-06-06T06:00:00,182.8588257,82.88063049,57.41881561
6/6/2025,2025-06-06T07:00:00,182.8346252,80.51442719,55.47869873
6/6/2025,2025-06-06T08:00:00,182.9588776,83.27863312,47.42608643
6/6/2025,2025-06-06T09:00:00,182.8653717,81.55250549,39.93911362
6/6/2025,2025-06-06T10:00:00,182.8885803,83.63470459,40.93811035
6/6/2025,2025-06-06T11:00:00,182.8777313,84.47115326,55.64350128
6/6/2025,2025-06-06T12:00:00,182.8963013,86.35891724,57.27061844
6/6/2025,2025-06-06T13:00:00,182.9528351,93.20732117,61.43900299
6/6/2025,2025-06-06T14:00:00,182.9874878,95.41223145,64.83440399
6/6/2025,2025-06-06T15:00:00,182.9385986,93.318573,67.24570465
6/6/2025,2025-06-06T16:00:00,182.9259491,96.27619171,67.6942749
6/6/2025,2025-06-06T17:00:00,182.9749908,94.09970093,64.16666412
6/6/2025,2025-06-06T18:00:00,182.9546814,93.08816528,65.98066711
6/6/2025,2025-06-06T19:00:00,182.9936066,97.25758362,64.64735413
6/6/2025,2025-06-06T20:00:00,182.8961487,88.4895401,67.68782806
6/6/2025,2025-06-06T21:00:00,182.9497528,92.89720917,62.92297745
6/6/2025,2025-06-06T22:00:00,182.9608765,94.32802582,66.25666809
6/6/2025,2025-06-06T23:00:00,182.9408112,92.34634399,66.39780426
6/7/2025,2025-06-07T00:00:00,182.929184,92.21718597,67.85951233
6/7/2025,2025-06-07T01:00:00,182.9061737,88.89065552,66.20905304
6/7/2025,2025-06-07T02:00:00,182.9200134,89.37625122,62.97680283
6/7/2025,2025-06-07T03:00:00,182.9397583,89.99171448,62.20783234
6/7/2025,2025-06-07T04:00:00,182.8874359,88.06097412,64.44730377
6/7/2025,2025-06-07T05:00:00,182.8079529,77.3011322,58.16025162
6/7/2025,2025-06-07T06:00:00,182.8334656,82.69857788,57.375
6/7/2025,2025-06-07T07:00:00,182.7594757,72.4485321,53.18556595
6/7/2025,2025-06-07T08:00:00,182.8031006,76.82006073,52.3235817
6/7/2025,2025-06-07T09:00:00,182.7863922,74.59973145,49.75753021
6/7/2025,2025-06-07T10:00:00,182.8408051,79.19689941,54.11383057
6/7/2025,2025-06-07T11:00:00,182.8678589,83.210289,56.35499191
6/7/2025,2025-06-07T12:00:00,183.20224,116.4346695,69.70682526
6/7/2025,2025-06-07T13:00:00,187.125,112.8560715,95.62205505
6/7/2025,2025-06-07T14:00:00,187.125,107.155571,92.18791199
6/7/2025,2025-06-07T15:00:00,187.125,120.0457764,90.25
6/7/2025,2025-06-07T16:00:00,187.125,108.252449,92.32142639
6/7/2025,2025-06-07T17:00:00,187.125,112.0351257,85.01848602
6/7/2025,2025-06-07T18:00:00,187.125,113.6439667,85.20489502
6/7/2025,2025-06-07T19:00:00,187.125,114.3415756,86.18413544
6/7/2025,2025-06-07T20:00:00,187.125,114.2862778,85.92125702
6/7/2025,2025-06-07T21:00:00,187.125,115.3284454,86.72727203
6/7/2025,2025-06-07T22:00:00,187.125,110.7077408,64.8839035
6/7/2025,2025-06-07T23:00:00,187.125,119.3168259,86.74264526
6/8/2025,2025-06-08T00:00:00,187.125,121.8753128,89.87628937
6/8/2025,2025-06-08T01:00:00,187.125,122.805191,92.57054901
6/8/2025,2025-06-08T02:00:00,187.125,118.4957886,91.98278809
6/8/2025,2025-06-08T03:00:00,187.125,117.7360535,91.50101471
6/8/2025,2025-06-08T04:00:00,187.125,117.4291229,90
6/8/2025,2025-06-08T05:00:00,187.125,114.3057175,87.35886383
6/8/2025,2025-06-08T06:00:00,187.125,116.6190033,87.17254639
6/8/2025,2025-06-08T07:00:00,187.125,112.2372055,85.06748199
6/8/2025,2025-06-08T08:00:00,187.125,108.4358139,78.88461304
6/8/2025,2025-06-08T09:00:00,187.125,106.7753067,76.36304474
6/8/2025,2025-06-08T10:00:00,187.125,106.6462021,75.87306213
6/8/2025,2025-06-08T11:00:00,187.125,104.9438248,75.47054291
6/8/2025,2025-06-08T12:00:00,187.125,105.2696762,74.90361786
6/8/2025,2025-06-08T13:00:00,187.125,103.8395996,74.57112885
6/8/2025,2025-06-08T14:00:00,187.125,102.0553589,74.02065277
6/8/2025,2025-06-08T15:00:00,187.125,102.5713043,73.4981308
6/8/2025,2025-06-08T16:00:00,187.125,101.5123444,73.21342468
6/8/2025,2025-06-08T17:00:00,187.125,101.6586151,70.57070923
6/8/2025,2025-06-08T18:00:00,187.125,102.0576019,73.27911377
6/8/2025,2025-06-08T19:00:00,187.125,103.1653748,73.25
6/8/2025,2025-06-08T20:00:00,187.125,101.2404175,72.81089783
6/8/2025,2025-06-08T21:00:00,187.125,100.646904,72.75
6/8/2025,2025-06-08T22:00:00,187.125,101.2426071,72.53050995
6/8/2025,2025-06-08T23:00:00,187.125,100.9499207,72.38802338
6/9/2025,2025-06-09T00:00:00,187.125,101.6280441,72.7947464
6/9/2025,2025-06-09T01:00:00,187.125,101.1254578,72.84724426
6/9/2025,2025-06-09T02:00:00,187.125,99.56352997,72.20962524
6/9/2025,2025-06-09T03:00:00,187.125,99.71824646,71.02022552
6/9/2025,2025-06-09T04:00:00,187.125,98.85573578,70.43509674
6/9/2025,2025-06-09T05:00:00,187.125,97.84733582,69.73149872
6/9/2025,2025-06-09T06:00:00,187.125,96.49018097,69.32228851
6/9/2025,2025-06-09T07:00:00,187.125,94.06890106,68.52882385
6/9/2025,2025-06-09T08:00:00,187.125,104.8264694,68.76290894
6/9/2025,2025-06-09T09:00:00,187.125,100.1501007,71.95352936
6/9/2025,2025-06-09T10:00:00,187.125,105.668396,75.3846817
6/9/2025,2025-06-09T11:00:00,187.125,102.1761856,75.34207916
6/9/2025,2025-06-09T12:00:00,187.125,98.53509521,72.1776886
6/9/2025,2025-06-09T13:00:00,182.9905396,101.8197632,84.0655365
6/9/2025,2025-06-09T14:00:00,182.5094757,89.85501862,64.6710434
6/9/2025,2025-06-09T15:00:00,182.9437256,91.7543335,63.125
6/9/2025,2025-06-09T16:00:00,182.9801636,95.99115753,68.75
6/9/2025,2025-06-09T17:00:00,182.9828186,96.49992371,68.35606384
6/9/2025,2025-06-09T18:00:00,182.9320221,91.46195984,66.53221893
6/9/2025,2025-06-09T19:00:00,182.9772797,96.28613281,65.90908813
6/9/2025,2025-06-09T20:00:00,182.9906464,98.13884735,69.89647675
6/9/2025,2025-06-09T21:00:00,182.9804382,98.70903778,69.23149872
6/9/2025,2025-06-09T22:00:00,183.0100555,101.7074432,73.07302094
6/9/2025,2025-06-09T23:00:00,182.9252167,93.04244232,67.40913391
6/10/2025,2025-06-10T00:00:00,182.9606781,96.16807556,70.04776001
6/10/2025,2025-06-10T01:00:00,183.0045166,98.48403931,67.47315216
6/10/2025,2025-06-10T02:00:00,182.9677734,97.03368378,71.75
6/10/2025,2025-06-10T03:00:00,182.8870544,88.33857727,68.25
6/10/2025,2025-06-10T04:00:00,182.8932648,86.97471619,63.87521362
6/10/2025,2025-06-10T05:00:00,182.8669739,85.47293854,60.46907043
6/10/2025,2025-06-10T06:00:00,182.8756866,86.68132019,61.56142426
6/10/2025,2025-06-10T07:00:00,182.8440552,82.30236053,56.44200897
6/10/2025,2025-06-10T08:00:00,184.1772614,68.84992981,54.19265366
6/10/2025,2025-06-10T09:00:00,184.5126343,78.42150879,47.12804794
6/10/2025,2025-06-10T10:00:00,185.2172089,80.91293335,45.39647675
6/10/2025,2025-06-10T11:00:00,184.0392303,94.35655975,39.75
6/10/2025,2025-06-10T12:00:00,183.8690033,94.40876007,61.3302536
6/10/2025,2025-06-10T13:00:00,182.8961487,92.09825897,63.72079086
6/10/2025,2025-06-10T14:00:00,182.8935852,89.50377655,64.03157043
6/10/2025,2025-06-10T15:00:00,182.927887,92.80853271,62
6/10/2025,2025-06-10T16:00:00,182.9457092,93.22695923,65.54037476
6/10/2025,2025-06-10T17:00:00,182.9320068,92.21691132,64.25193024
6/10/2025,2025-06-10T18:00:00,182.9177856,89.97409058,65.23902893
6/10/2025,2025-06-10T19:00:00,182.9237061,90.86985779,60.625
6/10/2025,2025-06-10T20:00:00,182.9520874,94.68326569,63.98775864
6/10/2025,2025-06-10T21:00:00,182.924057,92.27487183,63.99720383
6/10/2025,2025-06-10T22:00:00,182.8944855,85.75611877,62.86486435
6/10/2025,2025-06-10T23:00:00,182.9402161,93.04668427,62.89261246
6/11/2025,2025-06-11T00:00:00,182.9412231,98.46469116,68.03092957
6/11/2025,2025-06-11T01:00:00,182.8972473,90.328125,64.55856323
6/11/2025,2025-06-11T02:00:00,182.9222412,91.23830414,62.19744492
6/11/2025,2025-06-11T03:00:00,182.9064026,89.38108063,60.94879532
6/11/2025,2025-06-11T04:00:00,182.8916016,84.27050018,62.00925064
6/11/2025,2025-06-11T05:00:00,182.8702087,86.13150024,57.88621902
6/11/2025,2025-06-11T06:00:00,182.8457336,81.03052521,56.22651291
6/11/2025,2025-06-11T07:00:00,182.8068237,80.42126465,53.38659668
6/11/2025,2025-06-11T08:00:00,182.8037109,77.3126297,51.0254631
6/11/2025,2025-06-11T09:00:00,182.8379364,77.06467438,50.05356979
6/11/2025,2025-06-11T10:00:00,182.8594055,79.47917938,52.71987915
6/11/2025,2025-06-11T11:00:00,182.8641205,81.26639557,49.90786743
6/11/2025,2025-06-11T12:00:00,182.8626404,83.19433594,55.12371063
6/11/2025,2025-06-11T13:00:00,182.9216309,89.03712463,56.52431107
6/11/2025,2025-06-11T14:00:00,182.9126434,89.84727478,61.15764618
6/11/2025,2025-06-11T15:00:00,182.884491,88.80163574,60.38253021
6/11/2025,2025-06-11T16:00:00,182.9167786,92.03727722,62.30068588
6/11/2025,2025-06-11T17:00:00,182.9729614,95.65299988,63.69621277
6/11/2025,2025-06-11T18:00:00,182.9167023,91.30529785,63.5
6/11/2025,2025-06-11T19:00:00,182.8865509,89.99726868,62.33541489
6/11/2025,2025-06-11T20:00:00,182.9187622,90.75547791,61.25
6/11/2025,2025-06-11T21:00:00,182.9311218,93.48778534,62.14344406
6/11/2025,2025-06-11T22:00:00,182.9253235,90.53849792,75.44230652
6/11/2025,2025-06-11T23:00:00,182.9343872,89.3840332,57.34149551
6/12/2025,2025-06-12T00:00:00,182.9046936,92.39851379,63.53055191
6/12/2025,2025-06-12T01:00:00,182.9296417,91.35554504,66.1540451
6/12/2025,2025-06-12T02:00:00,182.9044037,89.49051666,63.89905548
6/12/2025,2025-06-12T03:00:00,182.9504852,98.57174683,63.02538681
6/12/2025,2025-06-12T04:00:00,182.887619,88.80849457,62.60649872
6/12/2025,2025-06-12T05:00:00,182.9217072,86.72519684,59.42869568
6/12/2025,2025-06-12T06:00:00,182.8682404,82.35856628,57.40756607
6/12/2025,2025-06-12T07:00:00,182.868988,85.9732132,56.16759872
6/12/2025,2025-06-12T08:00:00,182.8260803,78.56672668,54.65920639
6/12/2025,2025-06-12T09:00:00,182.8344574,81.73748016,52.24225616
6/12/2025,2025-06-12T10:00:00,182.8853455,88.82900238,54.16151047
6/12/2025,2025-06-12T11:00:00,182.8760071,84.70201111,55.1848259
6/12/2025,2025-06-12T12:00:00,182.9485626,85.63780975,56.3653183
6/12/2025,2025-06-12T13:00:00,182.9512634,86.33058929,58.10542297
6/12/2025,2025-06-12T14:00:00,182.945755,95.15558624,61.0851593
6/12/2025,2025-06-12T15:00:00,182.9549103,94.07423401,65.3489151
6/12/2025,2025-06-12T16:00:00,182.9605713,93.5019989,69.25
6/12/2025,2025-06-12T17:00:00,182.9651947,97.05076599,66.60180664
6/12/2025,2025-06-12T18:00:00,182.9691162,97.42855072,67.99355316
6/12/2025,2025-06-12T19:00:00,183.0567322,104.3201904,71.1985321
6/12/2025,2025-06-12T20:00:00,183.0131226,103.6461411,70.5506897
6/12/2025,2025-06-12T21:00:00,183.1310425,112.1433334,74.28736877
6/12/2025,2025-06-12T22:00:00,183.1648407,114.4987259,81.57946777
6/12/2025,2025-06-12T23:00:00,183.1535645,114.9500809,82.67447662
6/13/2025,2025-06-13T00:00:00,183.1953125,120.7590485,83.08519745
6/13/2025,2025-06-13T01:00:00,183.1774902,117.516716,83.84285736
6/13/2025,2025-06-13T02:00:00,183.1579895,116.2823715,84.65504456
6/13/2025,2025-06-13T03:00:00,183.2487793,122.6711349,90.80605316
6/13/2025,2025-06-13T04:00:00,186.0045776,123.2238464,94.22762299
6/13/2025,2025-06-13T05:00:00,187.125,131.7240906,98.25
6/13/2025,2025-06-13T06:00:00,187.125,128.6313324,96.9896698
6/13/2025,2025-06-13T07:00:00,187.125,125.936264,98.76377106
6/13/2025,2025-06-13T08:00:00,187.125,116.6062775,89.76790619
6/13/2025,2025-06-13T09:00:00,187.125,113.7707825,86.4296875
6/13/2025,2025-06-13T10:00:00,187.125,118.8539963,87.67823792
6/13/2025,2025-06-13T11:00:00,187.125,115.4504776,86.75
6/13/2025,2025-06-13T12:00:00,187.125,116.466011,88.45574951
6/13/2025,2025-06-13T13:00:00,187.125,117.1100998,87.34375
6/13/2025,2025-06-13T14:00:00,187.125,117.1895142,87.52586365
6/13/2025,2025-06-13T15:00:00,187.125,116.011673,88.00354004
6/13/2025,2025-06-13T16:00:00,187.125,116.2878418,89
6/13/2025,2025-06-13T17:00:00,187.125,115.1285172,87.31201172
6/13/2025,2025-06-13T18:00:00,187.125,114.2078857,84.38554382
6/13/2025,2025-06-13T19:00:00,187.125,113.0175018,85.00171661
6/13/2025,2025-06-13T20:00:00,187.125,112.3853531,85
6/13/2025,2025-06-13T21:00:00,187.125,114.5758591,84.38380432
6/13/2025,2025-06-13T22:00:00,187.125,115.4862823,86.46974945
6/13/2025,2025-06-13T23:00:00,187.125,115.7166519,86.97797394
6/14/2025,2025-06-14T00:00:00,187.125,115.7218399,85.87352753
6/14/2025,2025-06-14T01:00:00,187.125,114.0981979,86.69594574
6/14/2025,2025-06-14T02:00:00,187.125,115.0474167,86.89673615
6/14/2025,2025-06-14T03:00:00,187.125,115.9260635,87.83075714
6/14/2025,2025-06-14T04:00:00,187.125,114.9724579,88.10174561
6/14/2025,2025-06-14T05:00:00,187.125,116.5710297,97.15291595
6/14/2025,2025-06-14T06:00:00,187.125,118.3655853,90.11504364
6/14/2025,2025-06-14T07:00:00,187.125,121.5574875,95.15789795
6/14/2025,2025-06-14T08:00:00,187.125,121.9961472,94.48493958
6/14/2025,2025-06-14T09:00:00,187.125,121.0583267,94.3125
6/14/2025,2025-06-14T10:00:00,187.125,122.2807693,91.60057831
6/14/2025,2025-06-14T11:00:00,187.125,120.5641861,91.54608917
6/14/2025,2025-06-14T12:00:00,187.125,119.855896,90.8359375
6/14/2025,2025-06-14T13:00:00,187.125,118.7398911,90.88938141
6/14/2025,2025-06-14T14:00:00,187.125,119.0100479,90.03947449
6/14/2025,2025-06-14T15:00:00,187.125,119.4021835,89.37757874
6/14/2025,2025-06-14T16:00:00,187.125,118.3026733,89.45801544
6/14/2025,2025-06-14T17:00:00,187.125,117.9868927,89.74612427
6/14/2025,2025-06-14T18:00:00,187.125,117.1635208,87.73348999
6/14/2025,2025-06-14T19:00:00,187.125,116.7900848,87.15060425
6/14/2025,2025-06-14T20:00:00,187.125,115.8711853,88.63383484
6/14/2025,2025-06-14T21:00:00,187.125,117.911377,86.97852325
6/14/2025,2025-06-14T22:00:00,187.125,117.8700485,89.1450119
6/14/2025,2025-06-14T23:00:00,187.125,118.1695328,89.03178406
6/15/2025,2025-06-15T00:00:00,187.125,118.6282043,89
6/15/2025,2025-06-15T01:00:00,187.125,117.4355621,92.72727203
6/15/2025,2025-06-15T02:00:00,187.125,117.5352402,90.12695313
6/15/2025,2025-06-15T03:00:00,187.125,118.1073914,90.54917145
6/15/2025,2025-06-15T04:00:00,187.125,117.7961655,88.85172272
6/15/2025,2025-06-15T05:00:00,187.125,114.8925629,87.00449371
6/15/2025,2025-06-15T06:00:00,187.125,113.4090805,86.75
6/15/2025,2025-06-15T07:00:00,187.125,112.0631943,84.16697693
6/15/2025,2025-06-15T08:00:00,187.125,112.9522858,82.62478638
6/15/2025,2025-06-15T09:00:00,187.125,111.5857697,82.74742126
6/15/2025,2025-06-15T10:00:00,187.125,109.9147797,81.421875
6/15/2025,2025-06-15T11:00:00,187.125,109.6277313,81
6/15/2025,2025-06-15T12:00:00,187.125,111.7779694,80.57087708
6/15/2025,2025-06-15T13:00:00,187.125,113.1281052,83.10713959
